# Responsive score, Archetype-ID
5.000000000000000000e-01 0.000000000000000000e+00
4.000000000000000222e-01 2.000000000000000000e+00
4.000000000000000222e-01 2.000000000000000000e+00
4.000000000000000222e-01 2.000000000000000000e+00
2.000000000000000111e-01 9.000000000000000000e+00
2.857142857142856984e-01 2.000000000000000000e+00
2.500000000000000000e-01 2.000000000000000000e+00
2.500000000000000000e-01 2.000000000000000000e+00
2.500000000000000000e-01 2.000000000000000000e+00
2.500000000000000000e-01 2.000000000000000000e+00
0.000000000000000000e+00 8.000000000000000000e+00
1.666666666666666574e-01 9.000000000000000000e+00
1.666666666666666574e-01 9.000000000000000000e+00
3.333333333333333148e-01 2.000000000000000000e+00
2.500000000000000000e-01 2.000000000000000000e+00
3.333333333333333148e-01 2.000000000000000000e+00
4.000000000000000222e-01 2.000000000000000000e+00
4.000000000000000222e-01 2.000000000000000000e+00
3.333333333333333148e-01 2.000000000000000000e+00
4.000000000000000222e-01 2.000000000000000000e+00
1.666666666666666574e-01 9.000000000000000000e+00
1.538461538461538547e-01 2.000000000000000000e+00
1.333333333333333315e-01 2.000000000000000000e+00
2.000000000000000111e-01 9.000000000000000000e+00
2.000000000000000111e-01 9.000000000000000000e+00
